timestamp,open,high,low,close,volume
2024-03-28 19:55:00,189.0650,189.0660,188.5020,188.5170,93
2024-03-28 19:50:00,188.3220,188.3330,188.3040,188.3190,4
2024-03-28 19:30:00,188.3220,188.3230,188.3040,188.3090,17
2024-03-28 19:10:00,188.2830,188.2830,188.2650,188.2690,1
2024-03-28 19:00:00,189.0750,189.0750,189.0470,189.0510,955455
2024-03-28 18:55:00,189.3310,189.3320,189.1560,189.1600,2
2024-03-28 18:50:00,188.5670,188.5670,188.5120,188.5170,64
2024-03-28 18:45:00,189.0150,189.0160,188.8980,188.9030,10
2024-03-28 18:35:00,189.0250,189.3130,188.9970,189.0020,42
2024-03-28 18:30:00,189.0750,189.0750,189.0570,189.0610,955454
2024-03-28 18:15:00,189.3520,189.3530,189.3340,189.3380,1
2024-03-28 18:00:00,193.6590,193.6600,188.6510,188.6550,8
2024-03-28 17:55:00,188.4210,189.2930,188.4030,188.5560,24
2024-03-28 17:50:00,188.5700,189.0160,188.5520,189.0020,2
2024-03-28 17:45:00,181.7380,181.7390,181.7210,181.7250,5
2024-03-28 17:40:00,189.2140,189.3530,189.1950,189.3380,2
2024-03-28 17:35:00,188.6690,188.6690,188.6510,188.6550,1
2024-03-28 17:30:00,188.6490,189.3130,188.5520,189.2990,32
2024-03-28 17:25:00,188.5700,189.2140,188.5520,188.5560,31
2024-03-28 17:15:00,189.0650,189.1150,188.5520,188.5560,11
2024-03-28 17:10:00,189.0150,189.0750,188.9970,189.0610,49571
2024-03-28 17:05:00,188.5110,188.5110,188.4920,188.4970,1
2024-03-28 17:00:00,188.5110,188.5110,188.4920,188.4970,100
2024-03-28 16:55:00,189.1150,189.1150,185.3740,185.3780,6
2024-03-28 16:50:00,189.3130,189.3130,188.5520,189.1010,46
2024-03-28 16:45:00,189.0150,189.0460,188.5320,188.5360,116
2024-03-28 16:40:00,188.5110,188.5110,188.4920,188.4970,1
2024-03-28 16:35:00,188.5110,188.5110,188.4920,188.4970,2
2024-03-28 16:30:00,189.1150,189.1150,189.0960,189.1010,1
2024-03-28 16:25:00,189.0750,189.0750,189.0170,189.0610,2561
2024-03-28 16:20:00,189.0750,189.0750,188.4960,188.5070,2556
2024-03-28 16:15:00,189.0750,189.0750,188.9970,189.0020,4
2024-03-28 16:10:00,189.0750,189.0750,189.0570,189.0610,967954
2024-03-28 16:05:00,189.3030,189.3030,188.8980,189.0210,12
2024-03-28 16:00:00,189.0150,189.0760,188.7000,189.0610,2374751
2024-03-28 15:55:00,189.0110,189.3230,188.8780,189.0020,350523
2024-03-28 15:50:00,189.1150,189.2430,188.9870,189.0020,99643
2024-03-28 15:45:00,189.3130,189.3130,189.0270,189.1060,54879
2024-03-28 15:40:00,189.2910,189.3820,189.2350,189.2890,43831
2024-03-28 15:35:00,189.2850,189.3520,189.1560,189.2690,38706
2024-03-28 15:30:00,189.2230,189.3820,189.0570,189.2790,44319
2024-03-28 15:25:00,189.2040,189.3580,189.1560,189.2100,34156
2024-03-28 15:20:00,189.1340,189.2040,188.9760,189.1900,26237
2024-03-28 15:15:00,188.9760,189.1300,188.9580,189.1110,21475
2024-03-28 15:10:00,188.9460,189.0400,188.8830,188.9620,23015
2024-03-28 15:05:00,188.8870,188.9370,188.8290,188.9220,23982
2024-03-28 15:00:00,188.9660,189.0950,188.8640,188.8750,22793
2024-03-28 14:55:00,188.7580,189.1150,188.7300,188.9320,31258
2024-03-28 14:50:00,188.8370,188.8590,188.7100,188.7340,24362
2024-03-28 14:45:00,188.8570,188.9120,188.8090,188.8430,22753
2024-03-28 14:40:00,188.9660,188.9670,188.7820,188.8330,16027
2024-03-28 14:35:00,189.0200,189.0850,188.9580,188.9920,17553
2024-03-28 14:30:00,189.1240,189.1250,188.9280,188.9920,13931
2024-03-28 14:25:00,189.0600,189.1450,189.0270,189.0910,16429
2024-03-28 14:20:00,189.0350,189.1150,188.9770,189.0380,15342
2024-03-28 14:15:00,189.2580,189.2590,189.0270,189.0310,20383
2024-03-28 14:10:00,189.3320,189.3530,189.2050,189.2390,16427
2024-03-28 14:05:00,189.1390,189.3580,189.1210,189.2990,15825
2024-03-28 14:00:00,189.2040,189.2040,189.0270,189.1110,15366
2024-03-28 13:55:00,189.1240,189.2240,189.0960,189.1800,16143
2024-03-28 13:50:00,189.1640,189.2140,189.0960,189.1200,11147
2024-03-28 13:45:00,189.1640,189.2440,189.1360,189.1800,19889
2024-03-28 13:40:00,189.2630,189.2640,189.1610,189.1700,16332
2024-03-28 13:35:00,189.1240,189.2930,189.0620,189.2640,19307
2024-03-28 13:30:00,189.1370,189.1740,189.0270,189.1130,14990
2024-03-28 13:25:00,189.0350,189.1550,189.0070,189.1200,19863
2024-03-28 13:20:00,189.0950,189.1300,189.0070,189.0310,21818
2024-03-28 13:15:00,189.1050,189.1450,189.0400,189.0560,15656
2024-03-28 13:10:00,189.1340,189.1650,189.0070,189.0510,17909
2024-03-28 13:05:00,189.1000,189.1940,189.0670,189.0710,11716
2024-03-28 13:00:00,189.1590,189.1940,189.0070,189.0710,19023
2024-03-28 12:55:00,189.0450,189.2240,189.0270,189.1900,19535
2024-03-28 12:50:00,189.0060,189.0560,188.9480,189.0120,9169
2024-03-28 12:45:00,188.8370,189.0660,188.7940,188.9820,22550
2024-03-28 12:40:00,188.8640,188.9170,188.8040,188.8630,20214
2024-03-28 12:35:00,188.8530,188.9070,188.7790,188.8730,13240
2024-03-28 12:30:00,188.8570,188.9470,188.7990,188.8680,38466
2024-03-28 12:25:00,188.5700,188.9170,188.5520,188.8730,18965
2024-03-28 12:20:00,188.7380,188.7690,188.4430,188.5410,38219
2024-03-28 12:15:00,188.6990,188.8580,188.6710,188.7150,31413
2024-03-28 12:10:00,188.7880,188.8230,188.6510,188.6550,21949
2024-03-28 12:05:00,188.8770,188.8770,188.7000,188.7610,18952
2024-03-28 12:00:00,189.0450,189.0660,188.8560,188.8730,8032
2024-03-28 11:55:00,188.9760,189.1150,188.9380,189.0610,14999
2024-03-28 11:50:00,188.7580,188.9760,188.7400,188.9520,15027
2024-03-28 11:45:00,188.7680,188.8380,188.6710,188.7440,22515
2024-03-28 11:40:00,188.8220,188.9070,188.7300,188.7640,26662
2024-03-28 11:35:00,188.8470,188.8920,188.7450,188.8040,24541
2024-03-28 11:30:00,188.7230,188.8720,188.6900,188.8430,20436
2024-03-28 11:25:00,188.6540,188.7880,188.6110,188.7050,16371
2024-03-28 11:20:00,188.5800,188.6600,188.5020,188.6450,26278
2024-03-28 11:15:00,188.6190,188.6790,188.5120,188.5860,35165
2024-03-28 11:10:00,188.6790,188.7590,188.5860,188.6450,27281
2024-03-28 11:05:00,188.8720,188.9670,188.5720,188.7050,29916
2024-03-28 11:00:00,189.1340,189.2440,188.8980,188.9030,20865
2024-03-28 10:55:00,189.3170,189.3430,189.0960,189.1200,21340
2024-03-28 10:50:00,189.4410,189.5110,189.2450,189.2940,16386
2024-03-28 10:45:00,189.5390,189.5800,189.3440,189.4470,21256
2024-03-28 10:40:00,189.4910,189.6890,189.3930,189.5260,26637
2024-03-28 10:35:00,189.4510,189.5310,189.2940,189.4870,18062
2024-03-28 10:30:00,189.3420,189.4520,189.2350,189.4270,22003
2024-03-28 10:25:00,189.3820,189.4020,189.2740,189.3280,14640
2024-03-28 10:20:00,189.4210,189.4720,189.2940,189.3430,17323
2024-03-28 10:15:00,189.7380,189.7390,189.3830,189.4370,23689
2024-03-28 10:10:00,189.8320,189.9860,189.7000,189.7260,49423
2024-03-28 10:05:00,189.6990,189.8080,189.5710,189.7940,26371
2024-03-28 10:00:00,189.5900,189.8680,189.5270,189.6950,29590
2024-03-28 09:55:00,189.5300,189.6600,189.2400,189.5760,15659
2024-03-28 09:50:00,189.8170,189.8310,189.3730,189.5360,31170
2024-03-28 09:45:00,189.7830,189.8080,189.5420,189.7940,24577
2024-03-28 09:40:00,189.6490,190.0360,189.5320,189.7590,31583
2024-03-28 09:35:00,189.2780,189.6990,189.1090,189.5960,31920
2024-03-28 09:30:00,189.0550,189.7390,188.9620,189.2540,75373
2024-03-28 09:25:00,189.2730,189.2730,188.4030,189.2000,462
2024-03-28 09:20:00,189.4910,189.4910,189.0960,189.2000,66
2024-03-28 09:15:00,189.3320,189.5990,189.1060,189.2100,78
2024-03-28 09:10:00,188.7180,188.7190,188.7000,188.7050,1
2024-03-28 09:05:00,189.1240,189.1250,189.1060,189.1110,1
2024-03-28 09:00:00,189.0060,189.0060,188.9870,188.9920,1
2024-03-28 08:55:00,189.1150,189.1150,188.9380,189.0610,14
2024-03-28 08:50:00,189.0750,189.4020,189.0570,189.3880,12
2024-03-28 08:45:00,189.0150,189.0750,188.9970,189.0610,3
2024-03-28 08:40:00,188.6290,189.0060,188.6110,188.9620,214
2024-03-28 08:35:00,188.6190,188.6200,188.6010,188.6060,1
2024-03-28 08:30:00,189.1150,189.1150,188.8980,188.9030,37
2024-03-28 08:25:00,189.0060,189.0060,188.9870,188.9920,71
2024-03-28 08:20:00,188.9460,189.0060,188.9180,188.9920,15
2024-03-28 08:15:00,188.9260,188.9370,188.8880,188.9220,12
2024-03-28 08:10:00,188.9160,189.0160,188.8980,189.0020,706
2024-03-28 08:05:00,188.8870,188.8870,188.8690,188.8730,4
2024-03-28 08:00:00,188.5200,190.0060,188.4630,188.8730,1346
2024-03-28 07:55:00,188.8080,188.8080,188.7890,188.7940,1
2024-03-28 07:45:00,188.6190,188.6200,188.5020,188.5070,44
2024-03-28 07:35:00,188.6590,188.6600,188.6410,188.6450,30
2024-03-28 07:25:00,188.6190,188.6200,188.6010,188.6060,5
2024-03-28 07:20:00,188.3520,188.5210,188.3340,188.5070,23
2024-03-28 07:15:00,188.5110,188.5900,188.4920,188.5760,3
2024-03-28 07:10:00,188.6100,188.6100,188.5910,188.5960,16
2024-03-28 07:05:00,188.5200,188.5210,188.5020,188.5070,195
2024-03-28 07:00:00,188.3720,188.8380,188.3540,188.8230,127
2024-03-28 06:40:00,188.3520,188.3530,188.3340,188.3380,1
2024-03-28 06:35:00,188.6000,188.6200,188.3340,188.3380,56
2024-03-28 06:30:00,188.6000,188.6000,188.5810,188.5860,1
2024-03-28 06:20:00,188.6490,188.6500,188.6310,188.6350,1
2024-03-28 05:50:00,188.6490,188.8580,188.6310,188.6350,68
2024-03-28 05:20:00,188.2630,188.2640,188.2450,188.2490,5
2024-03-28 05:15:00,188.2630,188.2640,188.2450,188.2490,5
2024-03-28 05:10:00,188.2630,188.2640,188.2450,188.2490,22
2024-03-28 05:05:00,188.2230,188.2240,188.2050,188.2100,10
2024-03-28 04:50:00,188.2230,188.2240,188.2050,188.2100,3
2024-03-28 04:35:00,188.2040,188.2040,188.1560,188.1600,62
2024-03-28 04:25:00,188.3220,188.3230,188.1360,188.1400,100
2024-03-28 04:20:00,188.7480,188.7490,188.7300,188.7340,1
2024-03-28 04:10:00,188.2730,188.2730,188.2550,188.2590,7
2024-03-28 04:05:00,188.5300,188.5410,188.2650,188.2690,100
2024-03-28 04:00:00,188.9070,188.9070,188.5120,188.5360,26
2024-03-27 19:55:00,188.9070,188.9070,188.8880,188.8930,5
2024-03-27 19:50:00,188.8270,189.0160,188.5720,189.0020,55
2024-03-27 19:45:00,188.5900,188.8180,188.5720,188.8040,2423
2024-03-27 19:40:00,188.8080,188.8180,188.7890,188.8040,24
2024-03-27 19:35:00,188.6390,188.7690,188.6210,188.7540,26
2024-03-27 19:30:00,188.6190,189.1050,188.6010,189.0910,20
2024-03-27 19:05:00,188.6390,188.6400,188.6210,188.6250,8
2024-03-27 19:00:00,188.9160,189.1050,188.5720,188.5760,789806
2024-03-27 18:55:00,188.6190,188.6200,188.6010,188.6060,10
2024-03-27 18:45:00,189.1150,189.1150,189.0960,189.1010,35
2024-03-27 18:40:00,188.5900,189.1150,188.5720,189.1010,178
2024-03-27 18:35:00,188.7480,188.8180,188.6610,188.7540,16
2024-03-27 18:30:00,188.9160,188.9170,188.8980,188.9030,789770
2024-03-27 18:20:00,188.6790,189.1150,188.6610,189.1010,2405
2024-03-27 18:10:00,188.6790,188.6790,188.6610,188.6650,1
2024-03-27 18:00:00,188.9860,189.4720,188.9480,189.4570,1600
2024-03-27 17:55:00,188.9760,188.9760,188.9580,188.9620,4
2024-03-27 17:45:00,188.9660,188.9670,188.9480,188.9520,1
2024-03-27 17:40:00,189.4710,189.4720,189.4530,189.4570,10
2024-03-27 17:35:00,189.3680,189.3690,189.3500,189.3550,25
2024-03-27 17:30:00,189.2630,189.2640,189.2450,189.2490,6
2024-03-27 17:25:00,189.4710,189.4720,189.4530,189.4570,1
2024-03-27 17:20:00,188.8720,189.4520,188.7970,189.4370,219
2024-03-27 17:10:00,188.5300,189.6100,188.5120,189.5960,105
2024-03-27 17:05:00,188.9760,188.9760,188.5740,188.5780,31
2024-03-27 16:55:00,188.5300,189.1740,188.5120,189.1600,17
2024-03-27 16:50:00,189.6100,189.6100,188.5120,188.5260,291
2024-03-27 16:45:00,189.1150,189.3230,188.5020,188.5070,2004
2024-03-27 16:40:00,189.1150,189.2640,188.8590,188.8630,71
2024-03-27 16:35:00,188.8870,189.3130,188.7700,189.2990,222
2024-03-27 16:30:00,188.9160,188.9170,188.8980,188.9030,501
2024-03-27 16:25:00,188.9160,188.9170,188.7400,188.9030,46
2024-03-27 16:20:00,188.9160,188.9170,188.7000,188.7050,3344
2024-03-27 16:15:00,188.9160,188.9170,188.8980,188.9030,2
2024-03-27 16:10:00,188.9160,188.9170,188.1060,188.9030,791529
2024-03-27 16:05:00,188.9160,189.3130,188.8980,188.9030,3885
2024-03-27 16:00:00,188.9510,189.1940,188.8540,188.9030,1993092
2024-03-27 15:55:00,188.8770,189.0560,188.7100,188.9370,259007
2024-03-27 15:50:00,188.7380,189.0750,188.7200,188.8530,110981
2024-03-27 15:45:00,188.9260,188.9760,188.6510,188.7540,70962
2024-03-27 15:40:00,188.8270,188.9670,188.7350,188.9520,79133
2024-03-27 15:35:00,188.3120,188.8680,188.2940,188.8230,74692
2024-03-27 15:30:00,188.3120,188.4810,188.2550,188.2940,37944
2024-03-27 15:25:00,188.3420,188.3430,188.1260,188.2790,31321
2024-03-27 15:20:00,188.2040,188.3720,188.1850,188.3140,39081
2024-03-27 15:15:00,188.0750,188.2140,188.0470,188.2000,25406
2024-03-27 15:10:00,188.0350,188.1050,187.9180,188.0710,27144
2024-03-27 15:05:00,188.0650,188.1740,188.0170,188.0360,51758
2024-03-27 15:00:00,187.8370,188.0510,187.8090,188.0360,26927
2024-03-27 14:55:00,187.6290,187.8180,187.5420,187.8040,30071
2024-03-27 14:50:00,187.7090,187.7490,187.6010,187.6160,42277
2024-03-27 14:45:00,187.7380,187.8580,187.6710,187.6950,29035
2024-03-27 14:40:00,187.7090,187.7930,187.6810,187.7250,26869
2024-03-27 14:35:00,187.6590,187.7880,187.6110,187.6950,26718
2024-03-27 14:30:00,187.5010,187.7590,187.4830,187.6550,36961
2024-03-27 14:25:00,187.3620,187.4810,187.2950,187.4670,20709
2024-03-27 14:20:00,187.1990,187.4220,187.1660,187.3580,27638
2024-03-27 14:15:00,187.1640,187.2440,187.1160,187.1900,24064
